ea_code,region_code,region,const_code,constituency,lz,hazard,wg,soc_sec,pop_size,pop_curr,pop_surv,pop_lhood,maize_eq,lhood_nad
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,419,454,141,141,0.0369,39190
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,419,454,0,59,0.0000,2853
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,419,454,0,0,0.0000,0
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,419,454,0,0,0.0000,0
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,419,454,0,0,0.0000,0
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,419,454,0,0,0.0000,0
50699014,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,419,454,0,0,0.0000,0
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,300,325,111,111,0.0421,33534
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,300,325,101,101,0.0264,31047
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,300,325,0,42,0.0000,2260
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,300,325,0,0,0.0000,0
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,300,325,0,0,0.0000,0
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,300,325,0,0,0.0000,0
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,300,325,0,0,0.0000,0
50699015,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,300,325,0,0,0.0000,0
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,176,190,65,65,0.0246,16492
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,176,190,59,59,0.0155,15269
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,176,190,0,25,0.0000,1112
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,176,190,0,0,0.0000,0
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,176,190,0,0,0.0000,0
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,176,190,0,0,0.0000,0
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,176,190,0,0,0.0000,0
50699016,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,176,190,0,0,0.0000,0
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,425,460,156,156,0.0596,48377
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,425,460,143,143,0.0374,44789
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,425,460,0,60,0.0000,3261
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,425,460,0,0,0.0000,0
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,425,460,0,0,0.0000,0
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,425,460,0,0,0.0000,0
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,425,460,0,0,0.0000,0
50699017,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,425,460,0,0,0.0000,0
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,471,510,173,173,0.0661,51126
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,471,510,158,158,0.0415,47333
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,471,510,0,66,0.0000,3446
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,471,510,0,0,0.0000,0
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,471,510,0,0,0.0000,0
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,471,510,0,0,0.0000,0
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,471,510,0,0,0.0000,0
50699018,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,471,510,0,0,0.0000,0
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,489,529,180,180,0.0686,37932
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,489,529,164,164,0.0430,35118
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,489,529,0,69,0.0000,2557
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,489,529,0,0,0.0000,0
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,489,529,0,0,0.0000,0
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,489,529,0,0,0.0000,0
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,489,529,0,0,0.0000,0
50699019,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,489,529,0,0,0.0000,0
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,408,442,150,150,0.0573,32985
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,408,442,137,137,0.0360,30538
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,408,442,0,57,0.0000,2223
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,408,442,0,0,0.0000,0
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,408,442,0,0,0.0000,0
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,408,442,0,0,0.0000,0
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,408,442,0,0,0.0000,0
50699020,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,408,442,0,0,0.0000,0
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,604,654,222,222,0.0848,53875
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,604,654,203,203,0.0532,49878
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,604,654,0,85,0.0000,3631
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,604,654,0,0,0.0000,0
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,604,654,0,0,0.0000,0
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,604,654,0,0,0.0000,0
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,604,654,0,0,0.0000,0
50699021,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,604,654,0,0,0.0000,0
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,437,473,161,161,0.0613,37382
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,437,473,147,147,0.0385,34609
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,437,473,0,61,0.0000,2520
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,437,473,0,0,0.0000,0
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,437,473,0,0,0.0000,0
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,437,473,0,0,0.0000,0
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,437,473,0,0,0.0000,0
50699022,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,437,473,0,0,0.0000,0
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,518,561,191,191,0.0727,49477
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,518,561,174,174,0.0457,45807
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,518,561,0,73,0.0000,3335
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,518,561,0,0,0.0000,0
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,518,561,0,0,0.0000,0
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,518,561,0,0,0.0000,0
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,518,561,0,0,0.0000,0
50699023,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,518,561,0,0,0.0000,0
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,567,614,209,209,0.0796,50027
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,567,614,190,190,0.0500,46316
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,567,614,0,80,0.0000,3372
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,567,614,0,0,0.0000,0
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,567,614,0,0,0.0000,0
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,567,614,0,0,0.0000,0
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,567,614,0,0,0.0000,0
50699024,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,567,614,0,0,0.0000,0
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,0,359,389,101,101,0.0379,42281
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,0,359,389,86,86,0.0096,48357
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,0,359,389,0,0,0.0000,0
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,0,359,389,0,0,0.0000,0
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,1,359,389,0,0,0.0000,0
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,1,359,389,0,0,0.0000,0
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,1,359,389,0,0,0.0000,0
50699025,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,1,359,389,0,0,0.0000,0
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,0,629,681,177,177,0.0664,76245
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,0,629,681,150,150,0.0169,87200
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,0,629,681,0,0,0.0000,0
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,0,629,681,0,0,0.0000,0
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,1,629,681,0,0,0.0000,0
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,1,629,681,0,0,0.0000,0
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,1,629,681,0,0,0.0000,0
50699026,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,1,629,681,0,0,0.0000,0
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,476,515,175,175,0.0668,41780
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,476,515,160,160,0.0419,38681
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,476,515,0,67,0.0000,2816
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,476,515,0,0,0.0000,0
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,476,515,0,0,0.0000,0
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,476,515,0,0,0.0000,0
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,476,515,0,0,0.0000,0
50699027,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,476,515,0,0,0.0000,0
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,255,276,94,94,0.0358,34634
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,255,276,86,86,0.0225,32065
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,255,276,0,36,0.0000,2334
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,255,276,0,0,0.0000,0
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,255,276,0,0,0.0000,0
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,255,276,0,0,0.0000,0
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,255,276,0,0,0.0000,0
50699028,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,255,276,0,0,0.0000,0
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,679,735,250,250,0.0953,65969
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,679,735,228,228,0.0598,61075
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,679,735,0,96,0.0000,4446
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,679,735,0,0,0.0000,0
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,679,735,0,0,0.0000,0
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,679,735,0,0,0.0000,0
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,679,735,0,0,0.0000,0
50699029,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,679,735,0,0,0.0000,0
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,538,583,198,198,0.0756,51676
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,538,583,181,181,0.0474,47842
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,538,583,0,76,0.0000,3483
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,538,583,0,0,0.0000,0
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,538,583,0,0,0.0000,0
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,538,583,0,0,0.0000,0
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,538,583,0,0,0.0000,0
50699030,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,538,583,0,0,0.0000,0
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,612,663,225,225,0.0859,53325
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,612,663,206,206,0.0540,49369
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,612,663,0,86,0.0000,3594
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,612,663,0,0,0.0000,0
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,612,663,0,0,0.0000,0
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,612,663,0,0,0.0000,0
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,612,663,0,0,0.0000,0
50699031,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,612,663,0,0,0.0000,0
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,473,512,174,174,0.0664,40681
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,473,512,159,159,0.0417,37663
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,473,512,0,67,0.0000,2742
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,473,512,0,0,0.0000,0
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,473,512,0,0,0.0000,0
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,473,512,0,0,0.0000,0
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,473,512,0,0,0.0000,0
50699032,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,473,512,0,0,0.0000,0
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,502,544,185,185,0.0705,45629
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,502,544,169,169,0.0443,42244
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,502,544,0,71,0.0000,3075
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,502,544,0,0,0.0000,0
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,502,544,0,0,0.0000,0
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,502,544,0,0,0.0000,0
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,502,544,0,0,0.0000,0
50699033,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,502,544,0,0,0.0000,0
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,534,578,197,197,0.0749,35733
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,534,578,179,179,0.0470,33083
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,534,578,0,75,0.0000,2408
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,534,578,0,0,0.0000,0
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,534,578,0,0,0.0000,0
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,534,578,0,0,0.0000,0
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,534,578,0,0,0.0000,0
50699034,5,Kavango,06,Ndiyona,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,534,578,0,0,0.0000,0
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,0,463,501,130,130,0.0488,44361
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,0,463,501,110,110,0.0124,50735
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,0,463,501,0,0,0.0000,0
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,0,463,501,0,0,0.0000,0
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,1,463,501,0,0,0.0000,0
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,1,463,501,0,0,0.0000,0
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,1,463,501,0,0,0.0000,0
50699035,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,1,463,501,0,0,0.0000,0
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,0,494,535,139,139,0.0522,49906
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,0,494,535,118,118,0.0132,57077
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,0,494,535,0,0,0.0000,0
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,0,494,535,0,0,0.0000,0
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,1,494,535,0,0,0.0000,0
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,1,494,535,0,0,0.0000,0
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,1,494,535,0,0,0.0000,0
50699036,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,1,494,535,0,0,0.0000,0
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,0,536,580,151,151,0.0566,50599
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,0,536,580,128,128,0.0144,57869
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,0,536,580,0,0,0.0000,0
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,0,536,580,0,0,0.0000,0
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,1,536,580,0,0,0.0000,0
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,1,536,580,0,0,0.0000,0
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,1,536,580,0,0,0.0000,0
50699037,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,1,536,580,0,0,0.0000,0
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,0,593,642,167,167,0.0626,56837
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,0,593,642,141,141,0.0159,65004
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,0,593,642,0,0,0.0000,0
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,0,593,642,0,0,0.0000,0
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Very Poor,1,593,642,0,0,0.0000,0
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Poor,1,593,642,0,0,0.0000,0
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Middle,1,593,642,0,0,0.0000,0
50699038,5,Kavango,06,Ndiyona,56201: Northern border upland cereals and livestock (NAUCL),Not affected,Rich,1,593,642,0,0,0.0000,0
